age,annual_income,loan_amount,credit_score,employment_type,existing_loans,loan_term_months,missed_payments_last_year,defaulted
21,843273.0,386933.0,422,Salaried,3,60,0,0
31,173368.0,697015.0,808,Self-Employed,0,12,0,1
43,1065976.0,330242.0,873,Salaried,1,12,0,0
53,941117.0,635610.0,765,Self-Employed,0,36,0,0
24,585336.0,242319.0,727,Salaried,3,48,1,0
37,748068.0,369330.0,818,Salaried,1,48,1,0
51,283521.0,282826.0,340,Salaried,2,36,1,1
50,728661.0,610144.0,682,Salaried,1,60,0,1
36,394335.0,261165.0,691,Business,1,24,1,0
45,700718.0,624910.0,609,Self-Employed,1,24,1,1
43,1058545.0,236665.0,759,Business,0,60,0,0
45,715904.0,461229.0,551,Salaried,1,48,0,0
63,616819.0,290155.0,868,Salaried,2,24,0,0
24,670842.0,392676.0,387,Salaried,1,12,0,0
29,150000.0,331557.0,670,Salaried,1,24,0,1
35,627030.0,517222.0,898,Business,2,24,2,1
53,615094.0,226324.0,342,Business,0,12,1,0
63,477119.0,402899.0,822,Self-Employed,1,36,0,1
34,780111.0,559843.0,506,Business,1,36,0,0
37,315471.0,372590.0,659,Business,1,36,2,0
38,172740.0,292062.0,779,Salaried,1,60,0,1
36,690014.0,460229.0,538,Salaried,0,12,2,0
28,1015917.0,406445.0,314,Self-Employed,1,24,1,0
41,764302.0,555793.0,733,Salaried,2,24,2,0
57,447589.0,459410.0,673,Salaried,1,48,1,1
60,1434264.0,389228.0,790,Salaried,0,36,1,0
58,398432.0,548030.0,427,Salaried,0,36,0,1
47,635345.0,185525.0,806,Salaried,0,24,0,0
40,821118.0,115248.0,642,Salaried,1,48,1,0
32,387217.0,517984.0,382,Self-Employed,3,48,1,1
50,558054.0,600485.0,376,Salaried,1,48,1,1
61,552880.0,443987.0,334,Salaried,0,36,0,1
40,908302.0,445559.0,842,Salaried,0,36,0,0
47,546286.0,566910.0,338,Salaried,2,36,0,1
42,543158.0,466923.0,823,Business,1,24,0,0
45,1033921.0,499407.0,528,Salaried,2,12,0,0
52,748629.0,180664.0,862,Salaried,0,60,1,0
31,963399.0,362357.0,840,Self-Employed,2,60,0,0
42,771987.0,474410.0,597,Salaried,3,36,0,0
41,353911.0,613856.0,756,Salaried,0,24,3,1
58,513798.0,730508.0,340,Self-Employed,0,24,0,0
36,353089.0,611247.0,408,Business,2,24,1,1
39,609195.0,648026.0,882,Salaried,1,36,0,0
38,840024.0,109535.0,452,Salaried,0,48,0,0
36,470530.0,507786.0,647,Business,0,36,1,1
50,670881.0,437061.0,547,Salaried,2,36,0,0
29,786954.0,247255.0,376,Salaried,1,60,2,0
45,768499.0,525770.0,404,Salaried,1,48,0,0
48,456532.0,333252.0,400,Salaried,1,12,0,0
23,494704.0,374472.0,684,Business,1,36,0,0
26,1172475.0,157368.0,704,Salaried,0,24,0,0
29,807750.0,146291.0,532,Salaried,0,60,1,0
36,553047.0,415679.0,783,Salaried,2,60,0,0
34,996312.0,716285.0,797,Salaried,3,60,0,0
59,602607.0,338826.0,878,Salaried,1,60,0,0
43,766532.0,354188.0,837,Salaried,1,48,0,0
60,968620.0,669228.0,346,Salaried,2,12,1,1
26,440631.0,50000.0,825,Business,0,12,1,0
28,609832.0,341166.0,792,Salaried,1,24,2,1
51,321658.0,287859.0,775,Salaried,2,36,1,1
45,812790.0,359383.0,351,Salaried,2,36,0,0
39,150000.0,75981.0,733,Business,0,48,0,0
33,354893.0,1086377.0,887,Business,1,36,0,1
60,817947.0,300133.0,813,Business,4,24,0,0
35,150000.0,435753.0,568,Self-Employed,1,24,0,1
40,500656.0,698927.0,495,Self-Employed,1,36,0,1
22,254986.0,50000.0,682,Salaried,2,24,0,0
28,721355.0,196112.0,597,Self-Employed,1,36,0,0
55,838533.0,223608.0,502,Salaried,0,12,0,0
28,875862.0,556466.0,795,Self-Employed,0,12,1,0
39,482837.0,434423.0,797,Self-Employed,2,24,1,1
22,576892.0,425878.0,404,Salaried,0,24,1,0
55,593685.0,639144.0,811,Salaried,3,48,0,1
59,597349.0,493712.0,437,Self-Employed,1,24,0,1
63,813991.0,178843.0,337,Salaried,2,12,1,0
37,516841.0,658135.0,477,Business,0,12,0,1
40,538364.0,624754.0,442,Business,1,36,0,1
27,672173.0,519158.0,700,Salaried,0,60,1,0
42,705354.0,394981.0,840,Salaried,0,36,0,0
48,782072.0,170338.0,599,Salaried,2,24,0,0
61,745160.0,235856.0,624,Self-Employed,1,48,1,1
32,904303.0,481157.0,881,Salaried,2,36,1,0
28,709490.0,289617.0,755,Salaried,1,12,1,0
51,470665.0,392998.0,792,Self-Employed,3,60,0,1
27,311643.0,217016.0,748,Salaried,1,48,1,0
22,150000.0,168993.0,777,Salaried,0,12,0,0
53,960382.0,636534.0,442,Salaried,1,48,0,0
39,378082.0,482629.0,707,Salaried,1,60,0,1
45,155455.0,50000.0,489,Self-Employed,1,12,1,0
64,826876.0,456714.0,781,Salaried,2,12,0,0
31,660405.0,84703.0,391,Salaried,2,60,0,1
62,609716.0,247125.0,542,Salaried,2,60,2,0
56,274598.0,410881.0,628,Salaried,0,24,2,1
28,684600.0,384442.0,320,Salaried,1,12,1,0
31,800490.0,725210.0,771,Business,0,24,0,1
40,938358.0,379151.0,804,Business,1,24,0,0
36,860591.0,198030.0,611,Salaried,0,60,0,0
36,496484.0,239498.0,729,Salaried,0,24,0,0
30,940164.0,429576.0,539,Business,2,36,1,0
57,826344.0,622047.0,334,Self-Employed,1,36,2,0
28,579361.0,144626.0,339,Salaried,3,60,0,1
54,1048308.0,535995.0,353,Business,0,48,1,0
61,942670.0,408506.0,862,Self-Employed,0,60,0,0
47,608149.0,379381.0,847,Business,4,48,0,0
63,709039.0,304596.0,412,Salaried,1,48,2,1
40,559235.0,1110576.0,702,Business,0,60,0,1
57,980946.0,281642.0,864,Self-Employed,3,12,1,0
58,761258.0,50000.0,551,Business,0,48,1,0
42,455589.0,490811.0,805,Salaried,3,24,0,1
23,1106032.0,555212.0,586,Salaried,2,12,1,0
47,754918.0,426744.0,664,Salaried,1,36,3,0
27,628697.0,490095.0,399,Salaried,0,60,0,0
59,469053.0,530435.0,722,Self-Employed,1,48,1,1
58,382744.0,402247.0,714,Salaried,0,24,1,1
32,796927.0,518842.0,610,Business,0,48,1,0
53,615404.0,502423.0,874,Salaried,0,12,1,0
32,814092.0,237613.0,551,Salaried,2,48,0,1
47,150000.0,666689.0,345,Business,2,12,0,1
57,644353.0,512116.0,523,Business,2,60,1,0
44,479748.0,256068.0,304,Self-Employed,1,12,1,0
32,955603.0,433129.0,589,Self-Employed,2,12,0,0
60,819834.0,108708.0,524,Business,2,36,1,0
38,357346.0,437951.0,546,Salaried,0,60,1,0
37,670290.0,698788.0,400,Self-Employed,2,36,1,1
43,695398.0,436250.0,312,Salaried,0,24,0,0
49,638021.0,311763.0,871,Business,0,36,2,0
52,673190.0,334450.0,895,Salaried,1,36,0,0
27,649641.0,305297.0,322,Salaried,4,36,1,0
42,718351.0,318565.0,796,Salaried,1,60,0,0
24,393089.0,424502.0,620,Business,0,24,1,1
23,595960.0,294443.0,877,Salaried,0,48,1,0
25,741100.0,235866.0,899,Business,0,36,2,0
45,626681.0,199493.0,360,Salaried,2,24,1,0
42,809659.0,543234.0,372,Self-Employed,0,48,0,0
41,508572.0,705309.0,897,Salaried,1,12,0,0
33,845339.0,297553.0,320,Salaried,0,24,1,0
40,680835.0,151377.0,693,Business,0,60,1,0
56,695827.0,307090.0,876,Salaried,1,60,1,0
31,617689.0,326798.0,685,Self-Employed,1,60,1,1
37,330977.0,131614.0,510,Business,0,60,0,1
62,279126.0,729927.0,829,Self-Employed,1,36,0,1
23,734547.0,424768.0,730,Business,1,36,2,1
24,418493.0,642701.0,470,Salaried,0,36,0,0
21,665878.0,329659.0,318,Salaried,0,36,1,0
62,496088.0,399891.0,676,Business,0,48,1,1
39,913827.0,496034.0,847,Salaried,0,36,0,0
59,687908.0,290530.0,438,Salaried,1,60,1,1
61,541787.0,684324.0,577,Self-Employed,0,12,0,0
39,558968.0,333689.0,569,Salaried,2,24,1,0
24,924331.0,463858.0,550,Salaried,1,12,1,1
54,624401.0,481988.0,842,Self-Employed,1,24,0,1
48,716361.0,676578.0,820,Self-Employed,1,60,1,1
28,409983.0,544684.0,728,Business,1,24,1,1
46,575478.0,386106.0,639,Business,1,12,0,0
64,902034.0,334863.0,756,Salaried,0,36,0,0
42,705968.0,547572.0,427,Salaried,1,24,0,1
25,939528.0,271058.0,699,Salaried,1,48,1,1
33,414486.0,393803.0,460,Business,0,24,0,1
55,267786.0,710330.0,425,Salaried,1,48,0,1
46,685159.0,276189.0,857,Salaried,2,48,0,0
64,911144.0,636813.0,716,Salaried,0,60,0,0
62,743572.0,309262.0,599,Salaried,0,60,0,0
56,605757.0,506578.0,584,Salaried,1,12,0,0
31,539683.0,168097.0,396,Business,2,48,0,1
45,618982.0,478224.0,449,Salaried,1,60,1,0
34,631396.0,466593.0,344,Self-Employed,2,24,2,1
33,535269.0,554762.0,756,Salaried,1,48,2,1
26,318157.0,624069.0,663,Salaried,1,60,1,1
50,962222.0,394363.0,688,Self-Employed,2,24,0,0
45,191238.0,273353.0,686,Salaried,1,36,1,0
38,639907.0,140407.0,798,Salaried,1,12,0,0
64,482099.0,145723.0,849,Salaried,1,60,1,0
38,616411.0,238207.0,565,Self-Employed,0,60,1,0
51,351917.0,394458.0,899,Salaried,1,36,0,1
43,530937.0,180920.0,350,Business,2,48,0,0
59,481241.0,465984.0,415,Salaried,0,12,0,0
47,309072.0,458421.0,667,Salaried,3,36,1,1
33,229682.0,645362.0,788,Salaried,1,48,0,1
22,681027.0,712383.0,309,Salaried,1,12,0,1
28,822174.0,397348.0,662,Salaried,2,48,0,0
58,531578.0,298693.0,472,Self-Employed,0,36,2,0
44,1087244.0,427076.0,481,Salaried,0,48,0,0
60,860700.0,399628.0,614,Salaried,0,48,1,0
50,431563.0,256342.0,640,Salaried,0,60,0,0
50,1035294.0,436028.0,304,Salaried,1,36,0,0
28,990162.0,549923.0,408,Salaried,2,48,0,0
28,608676.0,355959.0,587,Salaried,1,60,0,0
38,949450.0,121885.0,512,Salaried,0,48,1,0
57,654912.0,390567.0,894,Salaried,1,60,0,1
32,561947.0,102302.0,458,Salaried,0,24,1,1
28,508362.0,304184.0,777,Salaried,2,48,0,0
58,701893.0,440591.0,467,Self-Employed,1,60,2,1
33,742484.0,461931.0,718,Self-Employed,1,12,0,0
48,802996.0,497144.0,319,Salaried,1,24,2,1
63,423471.0,263026.0,632,Self-Employed,1,12,0,0
63,652271.0,50000.0,717,Salaried,2,48,0,0
37,150000.0,431725.0,894,Self-Employed,5,12,0,1
34,957848.0,674233.0,705,Salaried,1,24,2,1
26,652606.0,281835.0,425,Salaried,0,12,2,0
47,758791.0,345657.0,566,Salaried,0,48,0,0
41,581364.0,405662.0,537,Salaried,1,48,0,0
53,466801.0,385341.0,338,Salaried,1,48,0,1
56,498407.0,52093.0,845,Business,1,60,0,0
59,933449.0,377666.0,659,Salaried,2,60,1,1
54,1085419.0,50000.0,688,Salaried,1,48,2,0
38,593348.0,50000.0,305,Self-Employed,1,24,1,0
64,374216.0,306739.0,624,Salaried,0,12,0,1
58,810089.0,357465.0,317,Salaried,1,24,0,0
59,200344.0,311171.0,778,Business,1,12,0,0
61,501228.0,106284.0,823,Self-Employed,0,36,2,0
64,206490.0,729959.0,653,Salaried,0,60,1,1
35,697691.0,582507.0,372,Business,1,36,0,1
57,888259.0,419647.0,756,Self-Employed,1,24,0,0
21,504099.0,329779.0,618,Salaried,2,12,1,0
64,969833.0,486377.0,785,Salaried,0,48,0,0
52,329393.0,73842.0,715,Business,4,60,1,0
62,1057375.0,242994.0,538,Salaried,2,60,2,0
42,815322.0,306650.0,681,Self-Employed,1,48,1,0
61,659140.0,148963.0,304,Self-Employed,0,36,1,1
31,668247.0,503378.0,571,Salaried,3,24,2,0
44,783126.0,450264.0,302,Business,3,24,1,0
46,504494.0,371063.0,834,Salaried,1,12,2,0
45,331031.0,603565.0,478,Salaried,0,60,1,1
45,826896.0,708736.0,416,Business,1,12,1,0
43,302812.0,891349.0,771,Salaried,1,24,0,1
42,846056.0,303222.0,647,Salaried,2,60,1,0
34,539146.0,640530.0,774,Self-Employed,0,36,1,1
26,907836.0,192013.0,693,Self-Employed,2,36,0,0
41,996922.0,407519.0,673,Salaried,0,36,1,0
64,895582.0,288478.0,888,Salaried,2,60,0,0
30,1557703.0,620263.0,347,Business,1,36,0,0
40,964359.0,368845.0,496,Salaried,3,48,0,0
31,871043.0,297930.0,397,Salaried,1,12,1,0
34,831545.0,701000.0,581,Salaried,1,36,2,1
24,476084.0,384278.0,830,Salaried,0,60,0,1
31,794354.0,386441.0,558,Self-Employed,4,24,2,0
28,751839.0,443343.0,303,Self-Employed,1,12,0,0
53,941446.0,840774.0,876,Salaried,0,12,1,0
30,411443.0,125621.0,741,Business,2,24,0,0
24,264181.0,534797.0,825,Salaried,2,12,0,0
32,265012.0,802947.0,629,Self-Employed,2,48,1,1
34,763905.0,198210.0,766,Business,2,36,0,1
53,438830.0,799028.0,365,Salaried,2,60,1,1
32,324945.0,255998.0,572,Self-Employed,0,12,0,1
55,462369.0,501462.0,790,Salaried,1,36,0,1
38,872513.0,287260.0,463,Self-Employed,0,36,0,0
50,911270.0,85941.0,402,Salaried,1,60,0,0
48,344815.0,50000.0,675,Salaried,1,60,1,1
32,944846.0,659897.0,585,Salaried,0,48,0,0
56,570477.0,96246.0,560,Business,0,12,0,0
63,813205.0,150008.0,886,Salaried,1,60,1,0
45,605467.0,278637.0,480,Salaried,0,24,1,0
55,621613.0,479670.0,704,Salaried,1,36,1,0
40,706281.0,50000.0,714,Self-Employed,0,36,0,0
47,729996.0,547356.0,576,Business,1,24,1,0
58,150000.0,272016.0,770,Self-Employed,0,48,1,1
35,248498.0,574883.0,654,Self-Employed,2,60,2,1
64,404085.0,689245.0,663,Self-Employed,2,12,1,1
44,659810.0,277729.0,366,Self-Employed,2,12,0,0
59,870556.0,209783.0,836,Business,2,48,2,0
58,711424.0,362722.0,622,Self-Employed,3,36,0,0
40,496224.0,464834.0,552,Salaried,4,36,0,1
28,497938.0,305004.0,380,Self-Employed,0,36,0,0
28,397022.0,50000.0,512,Salaried,1,24,0,0
27,477784.0,245927.0,475,Self-Employed,0,24,0,0
63,478407.0,371349.0,738,Self-Employed,0,12,0,0
48,1135896.0,301158.0,679,Business,0,60,2,1
46,684533.0,50000.0,885,Salaried,1,48,1,0
23,526250.0,585918.0,636,Salaried,2,36,0,1
52,572063.0,515543.0,422,Business,2,12,1,1
61,944935.0,84059.0,518,Salaried,0,48,0,0
40,419709.0,606454.0,615,Salaried,0,60,2,1
51,501717.0,462688.0,384,Salaried,0,24,0,1
38,442745.0,647054.0,705,Self-Employed,2,60,3,1
33,878088.0,202141.0,462,Salaried,0,60,3,0
32,879449.0,293978.0,883,Self-Employed,1,12,1,0
57,606475.0,383299.0,720,Salaried,0,12,2,0
33,583577.0,288343.0,382,Business,0,24,0,1
39,646167.0,664087.0,479,Salaried,0,12,0,1
49,894126.0,268340.0,720,Salaried,2,12,0,0
35,883468.0,552627.0,348,Salaried,0,60,0,0
22,891775.0,442789.0,523,Salaried,0,36,2,0
64,177953.0,681619.0,460,Salaried,1,36,1,1
37,670903.0,499190.0,587,Salaried,0,48,0,0
47,1010912.0,189617.0,515,Salaried,0,36,4,0
36,698051.0,682314.0,670,Salaried,3,24,0,1
63,992409.0,352608.0,566,Salaried,1,36,0,0
45,1009661.0,50000.0,725,Salaried,1,24,0,0
64,150000.0,254266.0,697,Salaried,0,60,0,1
39,317298.0,171602.0,842,Salaried,0,24,0,0
38,290334.0,549859.0,477,Salaried,0,24,0,1
24,611113.0,381542.0,409,Salaried,1,12,0,1
53,362396.0,347049.0,802,Salaried,2,12,2,1
23,1005505.0,599836.0,613,Salaried,0,60,1,0
55,150000.0,389032.0,874,Salaried,0,60,0,1
27,1115452.0,382668.0,746,Salaried,4,60,0,0
52,801949.0,576214.0,608,Salaried,1,36,0,0
21,150000.0,515264.0,596,Salaried,0,12,0,0
37,903175.0,614662.0,325,Salaried,2,24,2,0
34,752101.0,150653.0,342,Business,1,12,0,0
56,925618.0,281898.0,615,Salaried,0,24,1,1
59,956543.0,50000.0,562,Self-Employed,2,48,0,0
50,938188.0,158381.0,592,Self-Employed,1,12,0,0
42,790184.0,440580.0,566,Self-Employed,1,36,1,0
41,802854.0,324203.0,737,Salaried,0,60,0,0
45,601561.0,282907.0,488,Salaried,0,36,1,0
48,1057647.0,461723.0,845,Self-Employed,1,48,1,0
29,296480.0,228227.0,495,Salaried,0,60,1,0
40,576250.0,683959.0,404,Salaried,5,60,0,1
27,683443.0,286530.0,752,Self-Employed,2,24,0,0
36,212456.0,716320.0,662,Salaried,0,48,0,0
63,274850.0,130041.0,680,Salaried,2,12,0,0
47,505756.0,217443.0,730,Business,0,12,1,0
62,422822.0,434150.0,800,Self-Employed,0,12,0,1
36,995852.0,627708.0,706,Salaried,0,60,0,0
54,500395.0,328336.0,691,Business,2,12,0,0
43,1007919.0,490813.0,712,Business,1,12,0,0
62,768571.0,710470.0,707,Self-Employed,1,24,0,1
41,804616.0,80200.0,747,Salaried,0,24,2,0
24,1055402.0,208732.0,823,Business,2,60,1,0
42,150000.0,441876.0,359,Business,1,12,2,1
63,587184.0,468525.0,481,Salaried,1,48,1,0
32,576450.0,243310.0,547,Self-Employed,2,24,1,0
26,754195.0,226349.0,300,Salaried,2,36,0,0
31,405893.0,465724.0,806,Salaried,0,36,1,0
21,987656.0,464604.0,843,Business,1,48,1,0
50,630258.0,410297.0,866,Salaried,0,36,1,0
40,158600.0,456281.0,717,Self-Employed,2,24,0,1
21,623041.0,481839.0,883,Salaried,3,60,1,0
60,659372.0,50000.0,412,Salaried,2,24,2,0
31,696333.0,309198.0,378,Self-Employed,1,24,0,0
42,481548.0,50000.0,755,Salaried,0,24,0,0
30,829135.0,314689.0,886,Salaried,0,48,0,0
23,1186082.0,431275.0,437,Business,1,36,0,0
26,682720.0,120912.0,768,Salaried,0,24,0,0
32,754292.0,836784.0,490,Salaried,0,36,0,1
37,724970.0,213038.0,718,Self-Employed,2,60,0,0
35,873134.0,434209.0,400,Business,0,60,0,0
36,862412.0,629442.0,813,Self-Employed,0,12,2,0
31,544152.0,64109.0,368,Salaried,1,24,0,1
63,347542.0,320480.0,559,Salaried,4,60,0,1
64,741728.0,414827.0,828,Salaried,2,36,0,0
50,430862.0,413970.0,640,Salaried,0,48,1,1
36,574149.0,82525.0,671,Self-Employed,2,12,2,1
41,495096.0,362250.0,785,Salaried,2,12,1,0
44,292663.0,235682.0,490,Self-Employed,2,12,0,1
58,943950.0,830508.0,825,Salaried,1,36,0,1
27,1186466.0,453056.0,343,Business,0,60,0,0
33,927233.0,184612.0,445,Self-Employed,0,12,0,0
37,614980.0,668817.0,839,Self-Employed,1,24,0,1
58,858672.0,452717.0,572,Salaried,0,48,0,0
60,699532.0,342955.0,379,Self-Employed,1,36,0,0
60,150000.0,278974.0,809,Self-Employed,1,60,1,1
22,393809.0,366975.0,487,Salaried,3,12,0,1
41,375076.0,335560.0,780,Business,0,60,1,0
36,441698.0,326378.0,417,Salaried,2,36,0,0
45,683490.0,353995.0,692,Business,0,12,0,0
51,906992.0,275801.0,746,Self-Employed,0,48,1,0
21,1116368.0,262867.0,755,Self-Employed,1,48,1,0
40,414523.0,239266.0,367,Self-Employed,1,24,0,1
62,389134.0,341523.0,385,Salaried,0,24,1,1
53,466379.0,382520.0,749,Salaried,0,24,0,0
34,821265.0,554303.0,521,Salaried,0,24,0,0
53,824245.0,463498.0,327,Business,1,48,1,0
24,459311.0,110735.0,339,Salaried,0,36,1,0
56,486078.0,549128.0,884,Business,0,12,2,1
31,595194.0,593432.0,852,Self-Employed,1,36,0,1
38,711509.0,273334.0,782,Salaried,0,36,2,0
43,701315.0,52713.0,498,Salaried,1,24,0,1
48,820439.0,482019.0,685,Self-Employed,0,60,1,0
33,194699.0,465825.0,641,Salaried,2,12,0,0
61,903635.0,684883.0,463,Salaried,4,24,0,0
22,734427.0,50000.0,493,Salaried,2,60,1,0
45,150000.0,573103.0,331,Salaried,1,48,1,1
26,471680.0,451846.0,403,Salaried,1,24,1,1
56,625615.0,599658.0,602,Self-Employed,1,60,0,1
30,599924.0,521950.0,637,Salaried,0,36,0,1
62,638854.0,477253.0,604,Salaried,1,48,1,0
24,641632.0,411219.0,654,Self-Employed,0,48,3,0
54,617081.0,50000.0,822,Business,3,60,1,0
56,802759.0,508625.0,683,Self-Employed,0,24,1,0
32,479266.0,624039.0,416,Business,0,24,0,1
44,1026467.0,428961.0,814,Self-Employed,1,12,0,0
63,552239.0,479252.0,317,Self-Employed,1,12,0,1
25,740921.0,424829.0,497,Salaried,0,12,0,0
64,752828.0,438783.0,674,Salaried,0,24,1,0
24,497764.0,534687.0,524,Self-Employed,2,36,1,1
39,633296.0,474957.0,756,Salaried,2,36,1,0
24,403767.0,188131.0,381,Salaried,1,60,1,0
41,1194430.0,711830.0,304,Self-Employed,1,48,0,0
62,922570.0,240970.0,829,Salaried,1,60,1,0
44,759103.0,430359.0,699,Salaried,1,48,0,0
58,506010.0,460992.0,364,Salaried,1,24,0,1
38,918280.0,216901.0,557,Salaried,2,60,1,1
28,480693.0,334070.0,645,Salaried,1,48,2,0
37,737581.0,359266.0,810,Self-Employed,0,48,1,0
49,979832.0,444747.0,895,Self-Employed,1,48,0,0
51,532559.0,731408.0,485,Salaried,1,12,0,1
28,637511.0,553686.0,637,Business,0,36,0,1
63,539735.0,649651.0,810,Business,0,48,0,1
60,922304.0,79453.0,351,Business,1,36,1,0
38,163945.0,864398.0,361,Salaried,0,60,2,1
33,998063.0,383269.0,800,Salaried,2,12,1,0
36,537442.0,223785.0,564,Salaried,1,48,0,0
25,977334.0,336823.0,639,Salaried,2,24,0,0
63,583844.0,596769.0,807,Self-Employed,0,12,2,0
58,563660.0,471997.0,676,Business,1,24,1,1
31,657264.0,599928.0,625,Self-Employed,2,48,1,1
22,878118.0,531732.0,765,Business,0,60,0,0
61,820085.0,204760.0,375,Salaried,1,48,0,0
24,159434.0,480517.0,654,Salaried,0,60,2,1
33,861764.0,631571.0,668,Salaried,1,12,0,0
43,243275.0,585923.0,515,Salaried,1,60,1,1
36,436610.0,451386.0,780,Salaried,0,24,0,0
61,369236.0,756187.0,745,Salaried,2,60,2,1
41,320351.0,557723.0,578,Self-Employed,2,24,1,1
35,706441.0,685642.0,755,Business,0,36,0,0
41,887878.0,327746.0,561,Self-Employed,2,36,2,0
61,331140.0,141745.0,591,Self-Employed,1,48,0,0
57,711516.0,315006.0,311,Salaried,0,12,0,0
27,700560.0,271441.0,303,Salaried,1,36,0,0
38,597640.0,533727.0,347,Salaried,0,60,0,0
47,760088.0,168177.0,806,Self-Employed,2,60,0,1
31,624267.0,555982.0,717,Business,1,36,0,0
24,622901.0,235625.0,412,Salaried,1,12,0,0
32,415372.0,274617.0,396,Business,0,48,2,0
37,482182.0,541009.0,388,Self-Employed,1,48,0,1
40,951952.0,237425.0,423,Business,1,48,1,0
53,977407.0,644741.0,409,Salaried,2,12,0,0
56,1153565.0,188436.0,850,Self-Employed,1,24,1,0
38,841547.0,436392.0,804,Salaried,0,48,1,0
26,573473.0,50000.0,686,Salaried,1,48,2,0
64,751334.0,296937.0,709,Salaried,1,12,1,0
59,605170.0,346239.0,608,Salaried,0,48,1,0
24,616151.0,695657.0,546,Salaried,0,12,0,1
48,1023522.0,519742.0,656,Self-Employed,0,60,0,0
35,619071.0,469816.0,480,Salaried,2,48,0,0
25,757199.0,671934.0,504,Salaried,1,24,0,1
55,818216.0,321192.0,446,Self-Employed,0,36,2,0
64,870340.0,480323.0,760,Business,2,12,0,0
31,760293.0,180509.0,460,Self-Employed,0,36,1,0
41,352495.0,587843.0,376,Salaried,2,24,0,1
34,769050.0,94290.0,401,Salaried,0,60,1,0
32,485851.0,456444.0,436,Salaried,0,48,2,1
42,465507.0,482795.0,434,Salaried,0,24,0,1
22,761648.0,298456.0,436,Self-Employed,1,24,1,0
34,968237.0,393946.0,778,Salaried,1,24,2,0
40,684311.0,454537.0,584,Salaried,0,12,2,0
63,265776.0,503438.0,580,Salaried,3,60,0,1
35,497128.0,241308.0,528,Salaried,0,36,1,0
53,792206.0,306451.0,547,Salaried,0,48,0,0
47,751219.0,250753.0,741,Business,0,48,0,1
46,279663.0,483022.0,874,Salaried,0,24,0,0
43,653876.0,344068.0,739,Self-Employed,0,36,0,0
30,556746.0,615021.0,530,Self-Employed,2,12,1,1
53,889989.0,239144.0,813,Self-Employed,2,48,0,0
33,856600.0,449604.0,705,Salaried,0,60,1,1
53,673311.0,343519.0,646,Business,1,12,1,0
31,509325.0,209883.0,696,Self-Employed,0,36,2,0
24,511244.0,233073.0,409,Business,1,12,1,0
50,442567.0,50000.0,880,Self-Employed,2,24,3,0
34,525854.0,349852.0,887,Salaried,1,24,0,0
62,833984.0,205787.0,385,Self-Employed,1,60,0,0
46,1005876.0,254929.0,519,Self-Employed,2,36,0,0
44,877889.0,496035.0,547,Business,1,60,0,1
56,1023352.0,455951.0,854,Salaried,2,36,1,0
60,543817.0,499645.0,833,Self-Employed,0,36,0,1
61,595565.0,504341.0,839,Self-Employed,0,48,1,1
23,704685.0,546653.0,307,Self-Employed,1,12,1,0
48,1045826.0,303055.0,804,Salaried,3,60,0,0
51,1011679.0,364159.0,591,Salaried,1,48,2,0
48,473232.0,50000.0,835,Business,1,36,0,0
37,988881.0,144808.0,603,Business,0,12,0,0
57,1148298.0,326279.0,454,Self-Employed,2,60,3,1
52,794156.0,367173.0,834,Self-Employed,3,60,2,1
58,747834.0,268206.0,653,Business,0,60,1,1
58,558155.0,457956.0,665,Salaried,0,60,0,1
60,550423.0,300283.0,362,Salaried,1,36,0,0
34,506310.0,424762.0,713,Salaried,0,36,1,0
64,627536.0,260219.0,753,Salaried,0,12,0,0
32,708942.0,418584.0,716,Self-Employed,2,12,0,0
28,1004346.0,549522.0,817,Salaried,0,12,1,0
37,170428.0,554993.0,561,Salaried,1,36,0,1
27,821645.0,216589.0,478,Business,1,48,0,1
50,710470.0,202970.0,389,Self-Employed,0,24,2,1
33,472255.0,50000.0,536,Salaried,2,60,0,0
29,749110.0,456271.0,506,Self-Employed,0,12,1,0
27,702385.0,376415.0,704,Self-Employed,2,60,1,0
28,712940.0,444325.0,420,Business,1,36,1,0
57,739200.0,404942.0,546,Self-Employed,0,36,0,0
34,289966.0,262608.0,424,Salaried,3,60,0,1
26,690005.0,378196.0,742,Self-Employed,2,48,1,0
51,854696.0,50000.0,554,Self-Employed,1,12,0,0
22,504330.0,432719.0,766,Self-Employed,1,36,1,1
23,281273.0,283188.0,308,Salaried,0,12,2,0
51,819127.0,349452.0,635,Salaried,1,24,1,0
53,575325.0,451912.0,428,Self-Employed,0,24,1,0
59,150000.0,404109.0,427,Salaried,0,24,1,0
26,1058542.0,197603.0,796,Salaried,0,36,0,0
43,578061.0,309217.0,619,Salaried,1,24,0,1
42,562663.0,342679.0,635,Self-Employed,1,12,1,0
35,968849.0,216219.0,866,Salaried,1,12,1,0
50,315955.0,179734.0,595,Salaried,0,60,2,0
31,725271.0,226283.0,371,Salaried,0,36,1,0
48,370075.0,523284.0,681,Salaried,1,24,0,0
44,580841.0,365010.0,864,Self-Employed,2,24,0,0
25,761383.0,50000.0,775,Salaried,2,24,1,0
23,567605.0,782437.0,546,Business,2,24,0,1
55,892464.0,407524.0,456,Salaried,0,24,1,0
29,814058.0,353240.0,540,Business,0,36,1,0
51,436995.0,420144.0,337,Self-Employed,0,24,1,1
62,535183.0,654216.0,521,Salaried,2,60,0,1
